ComplaintID,ProductCategory,ComplaintReason,UnitsSold,SalesValue,ComplaintCount
39759,Home Appliances,Damage on Delivery,5,11623,1
39760,Toys,Missing Item,8,16755,1
39761,Electronics,Missing Item,3,27796,1
39762,Jewelry,Packaging Issues,2,39546,1
39763,Bedding,Poor Quality,5,41456,1
39764,Stationery,Incorrect Item Sent,5,42593,1
39765,Bedding,Product Not As Described,1,37008,1
39766,Home Appliances,Damage on Delivery,6,24570,1
39767,Books,Poor Quality,3,17421,1
39768,Footwear,Defective Item,9,48989,1
39769,Jewelry,Missing Item,3,20961,1
39770,Books,Damage on Delivery,7,7661,1
39771,Footwear,Defective Item,5,14317,1
39772,Bedding,Late Delivery,4,32065,1
39773,Kitchenware,Defective Item,1,27552,1
39774,Toys,Missing Item,9,30898,1
39775,Home Appliances,Packaging Issues,1,47793,1
39776,Bedding,Damage on Delivery,2,11533,1
39777,Kitchenware,Packaging Issues,7,45272,1
39778,Bedding,Packaging Issues,9,46245,1
39779,Footwear,Missing Item,4,35613,1
39780,Beauty Products,Damage on Delivery,6,47214,1
39781,Stationery,Missing Item,2,36009,1
39782,Beauty Products,Poor Quality,5,43107,1
39783,Clothing,Missing Item,4,42912,1
39784,Beauty Products,Missing Item,2,31878,1
39785,Groceries,Packaging Issues,8,17513,1
39786,Kitchenware,Wrong Size,7,48135,1
39787,Bedding,Missing Item,5,43447,1
39788,Kitchenware,Packaging Issues,7,6183,1
39789,Clothing,Missing Item,9,21104,1
39790,Groceries,Wrong Size,9,27618,1
39791,Footwear,Missing Item,9,22913,1
39792,Kitchenware,Damage on Delivery,5,46062,1
39793,Sports Equipment,Poor Quality,1,37764,1
39794,Jewelry,Wrong Size,7,43477,1
39795,Jewelry,Poor Quality,1,24335,1
39796,Kitchenware,Poor Quality,3,28618,1
39797,Stationery,Wrong Size,1,31553,1
39798,Stationery,Poor Quality,2,35086,1
39799,Footwear,Missing Item,8,30923,1
39800,Kitchenware,Missing Item,5,49274,1
39801,Kitchenware,Missing Item,6,24396,1
39802,Books,Missing Item,6,44053,1
39803,Footwear,Wrong Size,2,42204,1
39804,Home Appliances,Damage on Delivery,3,23289,1
39805,Bedding,Missing Item,9,31021,1
39806,Jewelry,Incorrect Item Sent,6,11134,1
39807,Jewelry,Poor Quality,7,6324,1
39808,Beauty Products,Defective Item,5,36882,1
39809,Stationery,Missing Item,8,32511,1
39810,Electronics,Poor Quality,8,5267,1
39811,Beauty Products,Missing Item,5,38375,1
39812,Books,Defective Item,5,21155,1
39813,Bedding,Missing Item,9,27403,1
39814,Clothing,Packaging Issues,5,28270,1
39815,Beauty Products,Missing Item,6,10197,1
39816,Jewelry,Poor Quality,7,13530,1
39817,Books,Poor Quality,4,22177,1
39818,Home Appliances,Incorrect Item Sent,9,35488,1
39819,Bedding,Missing Item,4,46490,1
39820,Jewelry,Defective Item,6,18786,1
39821,Kitchenware,Defective Item,7,32337,1
39822,Stationery,Missing Item,9,22065,1
39823,Books,Missing Item,7,24902,1
39824,Groceries,Missing Item,4,23933,1
39825,Bedding,Missing Item,5,10724,1
39826,Bedding,Wrong Size,1,43780,1
39827,Groceries,Missing Item,6,21322,1
39828,Beauty Products,Poor Quality,5,10743,1
39829,Kitchenware,Incorrect Item Sent,4,30992,1
39830,Jewelry,Poor Quality,2,30837,1
39831,Bedding,Missing Item,6,13356,1
39832,Bedding,Missing Item,8,49137,1
39833,Beauty Products,Incorrect Item Sent,5,35130,1
39834,Footwear,Wrong Size,7,16301,1
39835,Stationery,Missing Item,4,23135,1
39836,Books,Missing Item,5,29549,1
39837,Books,Wrong Size,3,38639,1
39838,Clothing,Damage on Delivery,5,43703,1
39839,Home Appliances,Poor Quality,4,41464,1
39840,Kitchenware,Poor Quality,3,45561,1
39841,Kitchenware,Poor Quality,4,42922,1
39842,Bedding,Missing Item,1,19923,1
39843,Groceries,Missing Item,4,28141,1
39844,Home Appliances,Poor Quality,9,22933,1
39845,Electronics,Missing Item,5,48171,1
39846,Books,Incorrect Item Sent,2,11979,1
39847,Home Appliances,Poor Quality,1,13788,1
39848,Beauty Products,Missing Item,2,13721,1
39849,Kitchenware,Incorrect Item Sent,2,30555,1
39850,Books,Wrong Size,1,41391,1
39851,Bedding,Defective Item,3,26576,1
39852,Beauty Products,Damage on Delivery,1,27100,1
39853,Bedding,Missing Item,2,32270,1
39854,Electronics,Wrong Size,4,37825,1
39855,Books,Defective Item,1,45042,1
39856,Home Appliances,Damage on Delivery,6,16262,1
39857,Electronics,Missing Item,7,22004,1
39858,Beauty Products,Missing Item,2,21061,1
39859,Jewelry,Wrong Size,3,30421,1
39860,Groceries,Wrong Size,1,45163,1
39861,Footwear,Wrong Size,9,26856,1
39862,Books,Wrong Size,2,26521,1
39863,Kitchenware,Late Delivery,2,16093,1
39864,Beauty Products,Damage on Delivery,2,38638,1
39865,Bedding,Missing Item,4,25000,1
39866,Sports Equipment,Missing Item,4,8836,1
39867,Stationery,Defective Item,6,10336,1
39868,Home Appliances,Damage on Delivery,4,28033,1
39869,Bedding,Damage on Delivery,7,18657,1
39870,Kitchenware,Missing Item,4,9589,1
39871,Clothing,Poor Quality,5,24835,1
39872,Bedding,Damage on Delivery,9,43696,1
39873,Footwear,Poor Quality,7,28820,1
39874,Kitchenware,Missing Item,5,7480,1
39875,Bedding,Wrong Size,1,6994,1
39876,Groceries,Defective Item,4,29431,1
39877,Bedding,Packaging Issues,8,9003,1
39878,Jewelry,Packaging Issues,6,17185,1
39879,Kitchenware,Incorrect Item Sent,3,34164,1
39880,Kitchenware,Poor Quality,5,22423,1
39881,Bedding,Packaging Issues,1,40528,1
39882,Kitchenware,Missing Item,4,18618,1
39883,Stationery,Missing Item,8,14423,1
39884,Books,Late Delivery,7,38827,1
39885,Stationery,Defective Item,3,48633,1
39886,Bedding,Defective Item,8,26369,1
39887,Bedding,Defective Item,4,39517,1
39888,Home Appliances,Poor Quality,3,23496,1
39889,Bedding,Wrong Size,6,27091,1
39890,Home Appliances,Late Delivery,7,23454,1
39891,Garden Tools,Missing Item,6,31877,1
39892,Stationery,Packaging Issues,3,45078,1
39893,Beauty Products,Missing Item,2,23184,1
39894,Books,Missing Item,4,21334,1
39895,Stationery,Damage on Delivery,7,5574,1
39896,Clothing,Packaging Issues,9,32953,1
39897,Kitchenware,Poor Quality,4,27802,1
39898,Bedding,Missing Item,6,23738,1
39899,Books,Wrong Size,1,12792,1
39900,Bedding,Missing Item,8,36017,1
39901,Garden Tools,Missing Item,8,33642,1
39902,Books,Missing Item,6,48164,1
39903,Jewelry,Missing Item,8,32894,1
39904,Bedding,Incorrect Item Sent,7,13930,1
39905,Toys,Wrong Size,5,7283,1
39906,Electronics,Poor Quality,7,42208,1
39907,Jewelry,Poor Quality,5,40130,1
39908,Bedding,Wrong Size,8,10823,1
39909,Kitchenware,Damage on Delivery,4,46478,1
39910,Footwear,Missing Item,2,13317,1
39911,Kitchenware,Damage on Delivery,3,6972,1
39912,Home Appliances,Late Delivery,9,26593,1
39913,Electronics,Missing Item,3,22470,1
39914,Electronics,Damage on Delivery,8,5787,1
39915,Bedding,Missing Item,7,49279,1
39916,Groceries,Missing Item,7,37753,1
39917,Home Appliances,Missing Item,4,46433,1
39918,Kitchenware,Wrong Size,7,45367,1
39919,Groceries,Packaging Issues,4,39271,1
39920,Beauty Products,Poor Quality,2,25414,1
39921,Beauty Products,Damage on Delivery,9,48759,1
39922,Groceries,Damage on Delivery,6,41655,1
39923,Kitchenware,Missing Item,1,6303,1
39924,Kitchenware,Missing Item,4,47825,1
39925,Electronics,Damage on Delivery,2,40123,1
39926,Kitchenware,Defective Item,2,37766,1
39927,Books,Wrong Size,7,17675,1
39928,Books,Missing Item,6,46828,1
39929,Furniture,Missing Item,7,19635,1
39930,Beauty Products,Poor Quality,3,13138,1
39931,Home Appliances,Wrong Size,1,16190,1
39932,Groceries,Missing Item,5,19186,1
39933,Kitchenware,Packaging Issues,5,26579,1
39934,Books,Missing Item,5,16975,1
39935,Bedding,Incorrect Item Sent,8,48486,1
39936,Jewelry,Missing Item,6,38383,1
39937,Footwear,Poor Quality,1,21642,1
39938,Jewelry,Wrong Size,8,38438,1
39939,Jewelry,Defective Item,2,40068,1
39940,Stationery,Late Delivery,8,9586,1
39941,Jewelry,Damage on Delivery,2,17784,1
39942,Books,Defective Item,4,29496,1
39943,Footwear,Poor Quality,6,45177,1
39944,Books,Damage on Delivery,8,20512,1
39945,Bedding,Missing Item,3,21690,1
39946,Beauty Products,Incorrect Item Sent,4,33054,1
39947,Garden Tools,Incorrect Item Sent,6,32040,1
39948,Kitchenware,Defective Item,5,7571,1
39949,Clothing,Poor Quality,3,48091,1
39950,Clothing,Damage on Delivery,5,24694,1
39951,Bedding,Damage on Delivery,7,26778,1
39952,Footwear,Missing Item,9,25684,1
39953,Home Appliances,Defective Item,4,19186,1
39954,Stationery,Wrong Size,8,32904,1
39955,Jewelry,Late Delivery,9,17746,1
39956,Kitchenware,Missing Item,1,5273,1
39957,Home Appliances,Packaging Issues,4,7287,1
39958,Bedding,Wrong Size,3,35522,1
39959,Furniture,Missing Item,5,12298,1
39960,Kitchenware,Packaging Issues,2,46746,1
39961,Stationery,Wrong Size,6,39993,1
39962,Bedding,Missing Item,7,43389,1
39963,Kitchenware,Missing Item,6,22410,1
39964,Kitchenware,Wrong Size,1,12599,1
39965,Furniture,Poor Quality,9,26254,1
39966,Bedding,Damage on Delivery,3,10990,1
39967,Kitchenware,Missing Item,8,14462,1
39968,Groceries,Poor Quality,6,31359,1
39969,Home Appliances,Poor Quality,5,11077,1
39970,Beauty Products,Poor Quality,3,6488,1
39971,Beauty Products,Poor Quality,7,28788,1
39972,Footwear,Poor Quality,3,47430,1
39973,Bedding,Damage on Delivery,3,25117,1
39974,Stationery,Defective Item,2,5427,1
39975,Kitchenware,Missing Item,7,17323,1
39976,Books,Product Not As Described,7,23088,1
39977,Clothing,Poor Quality,3,28600,1
39978,Beauty Products,Late Delivery,7,13391,1
39979,Home Appliances,Missing Item,5,10790,1
39980,Books,Incorrect Item Sent,7,46213,1
39981,Jewelry,Late Delivery,1,16462,1
39982,Bedding,Defective Item,3,45573,1
39983,Home Appliances,Poor Quality,5,17211,1
39984,Bedding,Late Delivery,3,26872,1
39985,Toys,Wrong Size,2,42387,1
39986,Kitchenware,Missing Item,1,12911,1
39987,Books,Damage on Delivery,5,28658,1
39988,Jewelry,Poor Quality,2,47758,1
39989,Bedding,Missing Item,5,6281,1
39990,Jewelry,Missing Item,9,10034,1
39991,Beauty Products,Defective Item,4,12408,1
39992,Electronics,Defective Item,4,25206,1
39993,Kitchenware,Damage on Delivery,9,37764,1
39994,Groceries,Poor Quality,9,43610,1
39995,Beauty Products,Missing Item,9,40975,1
39996,Stationery,Missing Item,3,35248,1
39997,Toys,Packaging Issues,2,40172,1
39998,Jewelry,Missing Item,6,8509,1
39999,Groceries,Wrong Size,9,20919,1
40000,Garden Tools,Wrong Size,1,32300,1
40001,Bedding,Missing Item,2,35056,1
40002,Groceries,Missing Item,2,21962,1
40003,Toys,Incorrect Item Sent,7,39503,1
40004,Footwear,Poor Quality,5,31269,1
40005,Kitchenware,Missing Item,4,22656,1
40006,Kitchenware,Poor Quality,6,15039,1
40007,Books,Late Delivery,1,9104,1
40008,Sports Equipment,Poor Quality,6,34912,1
40009,Furniture,Defective Item,9,37519,1
40010,Stationery,Missing Item,7,38699,1
40011,Books,Defective Item,2,38552,1
40012,Stationery,Damage on Delivery,1,22584,1
40013,Kitchenware,Poor Quality,9,33909,1
40014,Beauty Products,Wrong Size,4,28986,1
40015,Jewelry,Poor Quality,1,21146,1
40016,Garden Tools,Damage on Delivery,4,5729,1
40017,Kitchenware,Missing Item,5,11866,1
40018,Home Appliances,Poor Quality,6,33601,1
40019,Toys,Incorrect Item Sent,6,15324,1
40020,Kitchenware,Wrong Size,7,44589,1
40021,Home Appliances,Defective Item,2,47252,1
40022,Books,Damage on Delivery,7,29287,1
40023,Stationery,Wrong Size,1,33979,1
40024,Bedding,Poor Quality,1,17390,1
40025,Furniture,Incorrect Item Sent,9,14598,1
40026,Jewelry,Damage on Delivery,6,33199,1
40027,Electronics,Damage on Delivery,2,16081,1
40028,Kitchenware,Defective Item,8,36200,1
40029,Electronics,Late Delivery,2,21106,1
40030,Garden Tools,Missing Item,2,12778,1
40031,Jewelry,Defective Item,2,26888,1
40032,Jewelry,Defective Item,6,17155,1
40033,Beauty Products,Wrong Size,3,27411,1
40034,Bedding,Missing Item,9,13619,1
40035,Stationery,Poor Quality,3,11903,1
40036,Sports Equipment,Poor Quality,9,34184,1
40037,Bedding,Late Delivery,6,48406,1
40038,Groceries,Poor Quality,9,48443,1
40039,Home Appliances,Incorrect Item Sent,2,23700,1
40040,Books,Damage on Delivery,9,37535,1
40041,Home Appliances,Incorrect Item Sent,4,19119,1
40042,Bedding,Missing Item,1,29756,1
40043,Kitchenware,Late Delivery,3,10480,1
40044,Stationery,Poor Quality,9,45480,1
40045,Groceries,Poor Quality,6,33433,1
40046,Stationery,Poor Quality,5,20047,1
40047,Footwear,Missing Item,8,36991,1
40048,Books,Defective Item,3,21184,1
40049,Beauty Products,Defective Item,3,33898,1
40050,Home Appliances,Missing Item,2,38289,1
40051,Clothing,Missing Item,2,11484,1
40052,Electronics,Wrong Size,2,23389,1
40053,Kitchenware,Damage on Delivery,6,34509,1
40054,Jewelry,Incorrect Item Sent,9,32682,1
40055,Stationery,Missing Item,7,43187,1
40056,Footwear,Poor Quality,8,27488,1
40057,Furniture,Poor Quality,3,30990,1
40058,Beauty Products,Damage on Delivery,5,46800,1
40059,Beauty Products,Poor Quality,6,15699,1
40060,Sports Equipment,Missing Item,7,16536,1
40061,Groceries,Poor Quality,9,28224,1
40062,Books,Missing Item,1,36643,1
40063,Clothing,Wrong Size,4,31921,1
40064,Electronics,Defective Item,9,42846,1
40065,Jewelry,Wrong Size,5,44530,1
40066,Jewelry,Missing Item,3,42193,1
40067,Kitchenware,Damage on Delivery,1,6605,1
40068,Beauty Products,Poor Quality,2,31751,1
40069,Jewelry,Missing Item,5,31629,1
40070,Jewelry,Late Delivery,4,13128,1
40071,Stationery,Incorrect Item Sent,2,46898,1
40072,Electronics,Poor Quality,7,23580,1
40073,Jewelry,Late Delivery,3,19122,1
40074,Stationery,Defective Item,9,45967,1
40075,Stationery,Defective Item,7,33412,1
40076,Stationery,Missing Item,4,9198,1
40077,Home Appliances,Poor Quality,2,11824,1
40078,Clothing,Missing Item,8,21959,1
40079,Kitchenware,Poor Quality,3,47112,1
40080,Footwear,Poor Quality,3,14113,1
40081,Bedding,Defective Item,9,21897,1
40082,Stationery,Defective Item,2,20332,1
40083,Jewelry,Missing Item,1,8671,1
40084,Kitchenware,Late Delivery,8,49511,1
40085,Books,Missing Item,7,20252,1
40086,Beauty Products,Defective Item,7,6276,1
40087,Bedding,Wrong Size,8,29018,1
40088,Beauty Products,Defective Item,6,48214,1
40089,Kitchenware,Missing Item,8,46127,1
40090,Kitchenware,Wrong Size,5,46445,1
40091,Books,Missing Item,4,15137,1
40092,Stationery,Poor Quality,8,48090,1
40093,Bedding,Missing Item,4,47076,1
40094,Footwear,Defective Item,5,49155,1
40095,Sports Equipment,Damage on Delivery,6,17459,1
40096,Stationery,Wrong Size,9,40354,1
40097,Kitchenware,Missing Item,2,21482,1
40098,Home Appliances,Poor Quality,1,9216,1
40099,Kitchenware,Poor Quality,6,38692,1
40100,Bedding,Poor Quality,6,5143,1
40101,Beauty Products,Missing Item,9,13457,1
40102,Bedding,Missing Item,4,33103,1
40103,Clothing,Poor Quality,1,32180,1
40104,Clothing,Wrong Size,9,47489,1
40105,Stationery,Late Delivery,1,36573,1
40106,Toys,Damage on Delivery,7,19169,1
40107,Bedding,Damage on Delivery,4,20125,1
40108,Stationery,Damage on Delivery,3,9326,1
40109,Clothing,Defective Item,4,39480,1
40110,Electronics,Damage on Delivery,7,45354,1
40111,Kitchenware,Defective Item,3,40285,1
40112,Bedding,Wrong Size,5,18960,1
40113,Beauty Products,Poor Quality,9,13583,1
40114,Jewelry,Incorrect Item Sent,2,21790,1
40115,Footwear,Damage on Delivery,8,17549,1
40116,Electronics,Missing Item,5,39530,1
40117,Kitchenware,Wrong Size,1,37174,1
40118,Groceries,Poor Quality,1,30561,1
40119,Kitchenware,Damage on Delivery,8,39640,1
40120,Jewelry,Missing Item,8,38969,1
40121,Bedding,Packaging Issues,1,40350,1
40122,Books,Damage on Delivery,9,32866,1
40123,Kitchenware,Missing Item,1,25569,1
40124,Home Appliances,Late Delivery,7,15832,1
40125,Books,Defective Item,2,12486,1
40126,Electronics,Late Delivery,4,31417,1
40127,Clothing,Incorrect Item Sent,3,33036,1
40128,Jewelry,Damage on Delivery,1,14373,1
40129,Groceries,Defective Item,2,36963,1
40130,Home Appliances,Poor Quality,8,28556,1
40131,Books,Late Delivery,6,24926,1
40132,Bedding,Incorrect Item Sent,6,41133,1
40133,Electronics,Missing Item,7,5610,1
40134,Jewelry,Product Not As Described,8,14330,1
40135,Footwear,Poor Quality,2,8622,1
40136,Jewelry,Missing Item,4,43258,1
40137,Stationery,Missing Item,4,22357,1
40138,Books,Poor Quality,1,42339,1
40139,Jewelry,Poor Quality,6,42416,1
40140,Beauty Products,Missing Item,7,21700,1
40141,Books,Poor Quality,1,39188,1
40142,Electronics,Defective Item,6,14012,1
40143,Jewelry,Missing Item,9,22531,1
40144,Bedding,Poor Quality,1,37499,1
40145,Furniture,Missing Item,8,13360,1
40146,Home Appliances,Poor Quality,2,23273,1
40147,Beauty Products,Poor Quality,6,31212,1
40148,Stationery,Damage on Delivery,7,18035,1
40149,Electronics,Incorrect Item Sent,6,45634,1
40150,Bedding,Missing Item,8,7106,1
40151,Bedding,Incorrect Item Sent,7,18592,1
40152,Kitchenware,Missing Item,7,19410,1
40153,Groceries,Packaging Issues,4,40864,1
40154,Bedding,Missing Item,9,10212,1
40155,Garden Tools,Defective Item,3,5762,1
40156,Jewelry,Poor Quality,2,33555,1
40157,Beauty Products,Late Delivery,2,11931,1
40158,Groceries,Incorrect Item Sent,5,33588,1
40159,Jewelry,Damage on Delivery,1,35585,1
40160,Jewelry,Defective Item,1,46788,1
40161,Bedding,Poor Quality,2,36001,1
40162,Kitchenware,Poor Quality,3,28295,1
40163,Clothing,Damage on Delivery,3,8338,1
40164,Books,Incorrect Item Sent,2,38849,1
40165,Groceries,Late Delivery,9,24067,1
40166,Toys,Packaging Issues,8,37048,1
40167,Electronics,Poor Quality,5,7120,1
40168,Home Appliances,Missing Item,9,22419,1
40169,Books,Defective Item,5,12077,1
40170,Books,Poor Quality,6,12204,1
40171,Stationery,Wrong Size,6,49693,1
40172,Footwear,Defective Item,6,21795,1
40173,Stationery,Wrong Size,2,22383,1
40174,Beauty Products,Poor Quality,3,37757,1
40175,Kitchenware,Incorrect Item Sent,7,24789,1
40176,Stationery,Wrong Size,9,30781,1
40177,Stationery,Damage on Delivery,4,49429,1
40178,Stationery,Wrong Size,2,9369,1
40179,Kitchenware,Incorrect Item Sent,4,16015,1
40180,Jewelry,Missing Item,1,42789,1
40181,Bedding,Damage on Delivery,3,41173,1
40182,Footwear,Defective Item,8,24847,1
40183,Kitchenware,Poor Quality,4,32770,1
40184,Jewelry,Poor Quality,3,46112,1
40185,Bedding,Missing Item,9,9499,1
40186,Bedding,Defective Item,9,28225,1
40187,Footwear,Packaging Issues,8,25713,1
40188,Electronics,Packaging Issues,8,31725,1
40189,Jewelry,Wrong Size,5,27015,1
40190,Furniture,Poor Quality,8,32135,1
40191,Home Appliances,Damage on Delivery,3,6307,1
40192,Bedding,Damage on Delivery,3,45314,1
40193,Bedding,Packaging Issues,6,39736,1
40194,Footwear,Defective Item,1,23468,1
40195,Books,Poor Quality,6,24454,1
40196,Kitchenware,Missing Item,5,5425,1
40197,Bedding,Poor Quality,6,46744,1
40198,Groceries,Late Delivery,1,9763,1
40199,Kitchenware,Poor Quality,1,11323,1
40200,Kitchenware,Missing Item,5,9851,1
40201,Clothing,Missing Item,8,44812,1
40202,Jewelry,Product Not As Described,6,8554,1
40203,Jewelry,Wrong Size,5,48591,1
40204,Groceries,Damage on Delivery,2,22420,1
40205,Groceries,Late Delivery,2,17825,1
40206,Electronics,Missing Item,7,7640,1
40207,Furniture,Late Delivery,8,8052,1
40208,Groceries,Packaging Issues,2,41987,1
40209,Jewelry,Missing Item,1,41964,1
40210,Footwear,Damage on Delivery,3,31171,1
40211,Electronics,Late Delivery,6,38805,1
40212,Books,Missing Item,4,17567,1
40213,Jewelry,Damage on Delivery,9,39410,1
40214,Kitchenware,Defective Item,1,5442,1
40215,Stationery,Poor Quality,8,19485,1
40216,Footwear,Missing Item,2,37125,1
40217,Bedding,Poor Quality,4,16882,1
40218,Stationery,Packaging Issues,8,33557,1
40219,Kitchenware,Incorrect Item Sent,4,37842,1
